Opportunity ID,SAP Code,Account Region,Closed Lost Reason,Closed Lost Reason Comments,IDN Status
006Q80000033P50,1005920,Canada,Unresponsive Contacts,,Not a Member
006Q80000033SkP,1003885,Canada,Pricing,,Active
006Q80000033dmI,,United States,,,Not a Member
006Q800000340pN,1005546,United States,,,Active
006Q800000346ep,1004670,United States,,,Active
006Q800000348en,1004670,United States,,,Active
006Q80000034MoD,1000559,New Zealand,,,Active
006Q80000036w7f,1003209,EMEA,No Decision,,Active
006Q8000003715h,1000952,Canada,,,Active
006Q800000375hB,1005259,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q80000038K7v,1003392,Australia,No Decision,,Active
006Q80000039RvR,1002783,EMEA,No Decision,,Active
006Q80000039UDM,1002783,EMEA,,,Active
006Q80000039UQA,1002783,EMEA,Pricing,,Active
006Q80000039UYD,1002783,EMEA,Competition,Hikvision,Active
006Q80000039VVv,1002783,EMEA,Competition,,Active
006Q80000039YIT,1002783,EMEA,Change of Circumstances,,Active
006Q8000003AHDx,1004519,United States,Unresponsive Contacts,,Not a Member
006Q8000003ATP9,1004309,Canada,Long sales cycle,,Active
006Q8000003AXdk,1003885,Canada,,,Active
006Q8000003AlyQ,1006751,United States,Lack of Budget,,Active
006Q8000003B10j,1002695,Australia,,,Active
006Q8000003B1v8,1006569,Canada,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000003Ba6U,1000956,Asia Pacific,,,Not a Member
006Q8000003BdVm,1003267,Australia,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000003BuGU,,Australia,,,Not a Member
006Q8000003CqCQ,1003965,Canada,No Decision,,Active
006Q8000003CvdX,1006246,Canada,,,Active
006Q8000003DD5l,1004040,Canada,,,Not a Member
006Q8000003DG8T,1003890,Canada,,,Active
006Q8000003Da8o,1004039,Canada,,,Active
006Q8000003Das7,1004039,Canada,,,Active
006Q8000003DrZZ,1002808,Australia,No Decision,,Not a Member
006Q8000003Dtt2,1007972,New Zealand,Cheaper solution,,Pending
006Q8000003E9OJ,1003175,Australia,Competition,,Not a Member
006Q8000003EfT0,1003675,Asia Pacific,Competition,,Active
006Q8000003GNDS,1004309,Canada,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003GOcY,1003209,EMEA,,,Active
006Q8000003GSzV,1004309,Canada,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003GWga,1004220,Canada,No Decision,,Active
006Q8000003GZHp,1003986,Canada,,,Not a Member
006Q8000003LFvC,1000475,New Zealand,,,Active
006Q8000003LZYw,1000475,New Zealand,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003LZxL,1001029,New Zealand,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003M6xu,1003267,Australia,,,Not a Member
006Q8000003OpME,1004535,United States,,,Not a Member
006Q8000003OqBp,1004535,United States,,,Not a Member
006Q8000003PT3V,1005293,United States,,,Active
006Q8000003Rtxz,1005591,United States,,,Active
006Q8000003S6QZ,,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003S9Uu,1006271,United States,,,Active
006Q8000003SAIv,1006623,Canada,Competition,,Not a Member
006Q8000003SSCb,1005544,United States,,,Active
006Q8000003VYDN,1006805,EMEA,Competition,,Active
006Q8000003Vbnx,1006080,Asia Pacific,Competition,,Not a Member
006Q8000003VpkU,1004971,United States,,,Pending
006Q8000003Vr3D,1003885,Canada,,,Active
006Q8000003VrSv,1004971,United States,,,Pending
006Q8000003VsKD,1000737,New Zealand,,,Active
006Q8000003VvGR,1005257,United States,,,Active
006Q8000003WS99,1000477,New Zealand,,,Active
006Q8000003WXFH,1000477,New Zealand,,,Active
006Q8000003Waml,1000477,New Zealand,,,Active
006Q8000003Waxu,1000450,New Zealand,,,Active
006Q8000003WbkH,1000477,New Zealand,,,Active
006Q8000003WdMH,1000477,New Zealand,No Decision,,Active
006Q8000003WzLB,1000477,New Zealand,Competition,,Active
006Q8000003X02k,1006020,Australia,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003Z8yi,1003885,Canada,,,Active
006Q8000003ZId5,1005381,United States,,,Not a Member
006Q8000003ZuLl,,New Zealand,Unresponsive Contacts,,Not a Member
006Q8000003ZvUk,1003394,Australia,,,Not a Member
006Q8000003ZwVq,,Australia,Lack of Budget,,Active
006Q8000003a2rE,1003049,Australia,,,Active
006Q8000003a5Ak,1003049,Australia,,,Active
006Q8000003a5Yw,1003049,Australia,,,Active
006Q8000003a5x7,1003049,Australia,,,Active
006Q8000003a6y1,1003049,Australia,,,Active
006Q8000003aGR7,1005392,United States,No Decision,,Active
006Q8000003acpq,1006803,Australia,,,Not a Member
006Q8000003atx7,1002795,Australia,,,Active
006Q8000003b2ai,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003bD31,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003bIVh,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003bIqg,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003bKMD,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003cgW0,1005598,United States,,,Active
006Q8000003cz5d,1006058,United States,,,Active
006Q8000003czyQ,1003896,Canada,Competition,,Not a Member
006Q8000003dFlU,1004884,United States,,,Active
006Q8000003ibVE,1006676,Australia,Unresponsive Contacts,,Not a Member
006Q8000003ixFZ,1006676,Australia,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000003j6yn,1006272,Australia,,,Not a Member
006Q8000003l5lh,1003885,Canada,,,Active
006Q8000003lM9p,1006587,United States,,,Active
006Q8000003lN4K,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lNcB,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lOA2,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lOA3,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lP4X,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lPAx,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lPME,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lQJv,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lQa2,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lQgV,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lQqC,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lR7u,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lRMP,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lRj2,1000645,New Zealand,Unresponsive Contacts,,Not a Member
006Q8000003lSIT,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lTKz,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lTck,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lU8z,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003lUYn,1004715,United States,,,Pending
006Q8000003lhe6,1004925,United States,Lack of Budget,,Active
006Q8000003lmc9,1005260,United States,Competition,,Not a Member
006Q8000003lpYQ,1006445,United States,Competition,,Not a Member
006Q8000003lrDe,1003527,Australia,Lack of Budget,,Active
006Q8000003ls6V,1004850,United States,,,Active
006Q8000003luZi,1004714,United States,,,Not a Member
006Q8000003m1QC,1000573,New Zealand,Competition,,Active
006Q8000003m21H,1006385,New Zealand,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000003mMsl,1002695,Australia,Competition,,Active
006Q8000003mOnu,1006984,Australia,Unresponsive Contacts,,Not a Member
006Q8000003mcR5,1003189,Australia,Unresponsive Contacts,,Not a Member
006Q8000003mlqw,1006080,Asia Pacific,No Decision,,Not a Member
006Q8000003odxL,1006740,United States,,,Active
006Q8000003ow2L,1006751,United States,,,Active
006Q8000003p3bp,1006246,Canada,Unresponsive Contacts,,Active
006Q8000003p5rx,1003892,Canada,,,Active
006Q8000003pKRD,1004309,Canada,Unresponsive Contacts,,Active
006Q8000003pVMc,1005162,United States,,,Active
006Q8000003pVwJ,1004698,United States,,,Active
006Q8000003pWov,1005162,United States,,,Active
006Q8000003pXcv,1005163,United States,,,Active
006Q8000003qysn,1003256,Australia,No Decision,,Not a Member
006Q8000003rs5O,1000646,Asia Pacific,Competition,,Pending
006Q8000003sEib,1003209,EMEA,,,Active
006Q8000003sGNr,1004697,United States,,,Active
006Q8000003sVoH,1006954,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003sYr3,1005970,Canada,,,Active
006Q8000003t2Nf,,United States,,,Pending
006Q8000003t2sK,1000580,New Zealand,Unresponsive Contacts,,Active
006Q8000003t3Jj,,United States,,,Not a Member
006Q8000003t53o,1005970,Canada,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003t6r3,1005293,United States,,,Active
006Q8000003u64D,,Asia Pacific,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000003u6SP,,Asia Pacific,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000003vGJs,1003570,EMEA,,,Active
006Q8000003vaZk,1000646,Asia Pacific,Lack of Budget,,Pending
006Q8000003vs6n,1003570,EMEA,,,Active
006Q8000003vt1G,1002467,Asia Pacific,Competition,,Active
006Q8000003w3QP,1005260,United States,Lack of Budget,,Not a Member
006Q8000003w4nw,1005058,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000003w4vy,1003209,EMEA,No Decision,,Active
006Q8000003w5vG,1003209,EMEA,No Decision,,Active
006Q8000003wI2t,1003209,EMEA,,,Active
006Q8000003wJRx,1005164,United States,Competition,,Active
006Q8000003wKhO,1003209,EMEA,,,Active
006Q8000003wLgg,1003209,EMEA,,,Active
006Q8000003wLgh,1003209,EMEA,,,Active
006Q8000003wMMd,1003209,EMEA,,,Active
006Q8000003wN0v,1003209,EMEA,,,Active
006Q8000003wNaP,1003209,EMEA,,,Active
006Q8000003wPIv,1003896,Canada,,,Not a Member
006Q8000003wiOj,1004963,United States,,,Active
006Q8000003wjW8,1007001,United States,,,Not a Member
006Q8000003wjhN,1006991,United States,Lack of Budget,,Not a Member
006Q8000003wnps,1006220,Australia,,,Not a Member
006Q8000003wp6s,1004763,United States,,,Active
006Q8000003x0vN,1003751,Australia,,,Active
006Q8000003x7dG,1003189,Australia,Pricing,,Not a Member
006Q8000003xBqY,,New Zealand,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000003xC6g,1000475,New Zealand,,,Active
006Q8000003xORE,1000450,New Zealand,,,Active
006Q8000003zdIt,1004039,Canada,,,Active
006Q80000040PXD,1004715,United States,,,Pending
006Q80000040PvP,,Canada,Competition,,Not a Member
006Q80000040SA5,1006751,United States,Other (Add detail to Other Closed Lost Reason),Lost to another integrator,Active
006Q80000041vli,1003197,ICT,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q800000465CP,1003023,Australia,,,Not a Member
006Q80000046769,1000855,New Zealand,,,Not a Member
006Q80000046y5d,1006994,Australia,Cheaper solution,,Not a Member
006Q80000048VSZ,1003873,Canada,No Decision,,Not a Member
006Q80000048epB,1004867,United States,Competition,went with basic DMP system,Active
006Q80000048fIE,1004785,United States,,,Active
006Q80000048hS6,,United States,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q80000048iMb,1005260,United States,Lack of Budget,,Not a Member
006Q80000048snK,1005384,United States,Unresponsive Contacts,,Pending
006Q80000048wMH,1003209,EMEA,No Decision,,Active
006Q80000049Efl,1005848,United States,,,Active
006Q80000049hd3,1000952,Canada,,,Active
006Q80000049zhu,1003111,Australia,Lack of Budget,,Not a Member
006Q8000004Bm3v,1006510,Canada,,,Not a Member
006Q8000004C1PS,1003209,EMEA,No Decision,,Active
006Q8000004C4n7,1003209,EMEA,Cheaper solution,,Active
006Q8000004C56U,1003209,EMEA,Cheaper solution,,Active
006Q8000004C70D,1003965,Canada,Unresponsive Contacts,,Active
006Q8000004CCeG,1005022,United States,Lack of Budget,,Not a Member
006Q8000004CFvT,1005158,United States,,,Active
006Q8000004CGY9,1003209,EMEA,,,Active
006Q8000004CHpC,1003885,Canada,,,Active
006Q8000004CJRE,1003952,Canada,,,Active
006Q8000004CU3H,,United States,Competition,,Not a Member
006Q8000004Cf8O,1004938,United States,Lack of Budget,,Not a Member
006Q8000004CjiD,1007003,Canada,Competition,,Not a Member
006Q8000004Cq3o,1003986,Canada,,,Not a Member
006Q8000004CqlJ,1007004,Canada,No Decision,,Not a Member
006Q8000004Crr3,1003986,Canada,,,Not a Member
006Q8000004CsaG,1003049,Australia,,,Active
006Q8000004Cuyb,1004700,United States,,,Not a Member
006Q8000004Czoh,1003392,Australia,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000004D1Qb,1005596,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000004DHK5,1007130,Australia,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000004DX3w,1003347,Australia,,,Active
006Q8000004DYPn,1005034,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000004DbCN,1007111,Australia,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000004FGtO,1006587,United States,,,Active
006Q8000004FIwn,1003965,Canada,Unresponsive Contacts,,Active
006Q8000004FPv3,1005572,United States,,,Not a Member
006Q8000004FSrL,1005572,United States,,,Not a Member
006Q8000004FT2f,1000832,New Zealand,Competition,,Active
006Q8000004Fva1,1005293,United States,,,Active
006Q8000004GVbv,1003049,Australia,,,Active
006Q8000004If5d,1006559,United States,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000004IfVR,1002467,Asia Pacific,No Decision,,Active
006Q8000004IgbB,1007283,Canada,,,Not a Member
006Q8000004Ioti,1005392,United States,No Decision,,Active
006Q8000004IskT,1007052,United States,,,Not a Member
006Q8000004Iwxh,1005293,United States,,,Active
006Q8000004J0tF,1000580,New Zealand,Unresponsive Contacts,,Active
006Q8000004J37x,1006708,Canada,Competition,,Not a Member
006Q8000004JKCB,1003570,EMEA,No Decision,,Active
006Q8000004JSBC,1006279,New Zealand,Lack of Budget,,Not a Member
006Q8000004JTnB,1006279,New Zealand,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000004Je14,1003261,Australia,,,Active
006Q8000004JeLf,1002894,Australia,Lack of Budget,,Not a Member
006Q8000004KUCX,1000641,Asia Pacific,,,Not a Member
006Q8000004LW0z,1003256,Australia,,,Not a Member
006Q8000004MB0w,1005046,United States,,,Active
006Q8000004MEus,1005970,Canada,,,Active
006Q8000004MKYu,1000952,Canada,,,Active
006Q8000004MV9N,1005163,United States,,,Active
006Q8000004MVZ8,1000952,Canada,,,Active
006Q8000004MVfd,1005024,United States,,,Not a Member
006Q8000004MZ9i,1007152,United States,,,Not a Member
006Q8000004MaCD,1007013,Canada,Unresponsive Contacts,,Not a Member
006Q8000004Mfi9,1007014,Canada,Unresponsive Contacts,,Not a Member
006Q8000004MzVZ,1005451,United States,Lack of Budget,,Not a Member
006Q8000004TWbh,1007410,Asia Pacific,,,Not a Member
006Q8000004TXO5,1007410,Asia Pacific,Competition,,Not a Member
006Q8000004VSYr,1004029,Canada,No Decision,,Pending
006Q8000004W3zl,1006972,New Zealand,Unresponsive Contacts,,Not a Member
006Q8000004Y8ld,1003675,Asia Pacific,,,Active
006Q8000004YsyA,1003209,EMEA,,,Active
006Q8000004Yuez,1003209,EMEA,,,Active
006Q8000004YvCr,1003209,EMEA,,,Active
006Q8000004Z0J0,1000477,New Zealand,No Decision,,Active
006Q8000004Z1q9,1003965,Canada,,,Active
006Q8000004Z3gg,1003209,EMEA,,,Active
006Q8000004Z7fR,1007074,United States,,,Not a Member
006Q8000004ZAS3,1006258,United States,Other (Add detail to Other Closed Lost Reason),Spoke with dealer and project has been postponed until the school district can find funding through grants. School is working on it but unknown as to when per the dealer.,Not a Member
006Q8000004ZDbE,,United States,Competition,,Not a Member
006Q8000004ZFxx,1005848,United States,No Decision,,Active
006Q8000004ZH3i,1004968,United States,,,Active
006Q8000004ZMRc,1003997,Canada,,,Not a Member
006Q8000004ZSbr,1007009,Canada,,,Not a Member
006Q8000004Zcmf,1003892,Canada,,,Active
006Q8000004ZiK1,1004968,United States,,,Active
006Q8000004ZjBG,1004867,United States,Unresponsive Contacts,,Active
006Q8000004Znuo,1005546,United States,,,Active
006Q8000004Zu8H,1004928,United States,Other (Add detail to Other Closed Lost Reason),,Pending
006Q8000004Zw8U,1003347,Australia,Unresponsive Contacts,,Active
006Q8000004bBjl,1002940,Australia,,,Active
006Q8000004bDnB,1003049,Australia,,,Active
006Q8000004ccQ9,1005272,United States,,,Active
006Q8000004cjgB,1005455,United States,No Decision,,Active
006Q8000004cme4,1003969,Canada,,,Active
006Q8000004cmz0,1005455,United States,Lack of Budget,,Active
006Q8000004dZWf,1007102,Australia,No Decision,,Not a Member
006Q8000004eNgN,1003049,Australia,,,Active
006Q8000004eQb1,,Australia,,,Active
006Q8000004eT5q,1003439,Australia,Lack of Budget,,Active
006Q8000004eTIj,,Australia,,,Active
006Q8000004gWIy,1003969,Canada,,,Active
006Q8000004gcrN,1006301,United States,Pricing,,Not a Member
006Q8000004gfkT,1000952,Canada,,,Active
006Q8000004goFp,1005293,United States,,,Active
006Q8000004iZUR,1006331,Australia,Lack of Budget,,Not a Member
006Q8000004kDeJ,1003965,Canada,Unresponsive Contacts,,Active
006Q8000004kGXK,1003885,Canada,,,Active
006Q8000004wt6g,1005034,United States,,,Active
006Q8000004wtpq,1005848,United States,,,Active
006Q8000004wwUM,1007051,United States,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000004xKMz,1000534,Asia Pacific,,,Not a Member
006Q8000004z5IE,1003209,EMEA,Lack of Budget,,Active
006Q8000004zHEZ,1003209,EMEA,Lack of Budget,,Active
006Q8000004zUN3,1004714,United States,,,Not a Member
006Q8000004zcpF,1007101,Canada,,,Active
006Q8000004zhQn,1007101,Canada,,,Active
006Q8000004zp9l,1007101,Canada,,,Active
006Q80000052iIF,1003209,EMEA,,,Active
006Q80000052iWl,1005594,United States,,,Active
006Q80000052iba,1003209,EMEA,,,Active
006Q80000052rer,1004973,United States,,,Active
006Q80000052sMQ,1004973,United States,,,Active
006Q80000052v4A,1005268,United States,No Decision,,Active
006Q80000053Jss,1005112,United States,Unresponsive Contacts,,Not a Member
006Q80000055WXS,1005455,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000005DemN,1007111,Australia,,,Not a Member
006Q8000005DhfO,1007160,Asia Pacific,,,Not a Member
006Q8000005DnEX,1000534,Asia Pacific,,,Not a Member
006Q8000005F421,1004539,United States,,,Not a Member
006Q8000005F6Gk,1005293,United States,,,Active
006Q8000005F6yI,1005546,United States,,,Active
006Q8000005F8ws,1004534,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000005FWkf,1004515,United States,,,Active
006Q8000005FaI2,1004515,United States,Unresponsive Contacts,,Active
006Q8000005G6g5,1006375,Australia,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005HiOL,1006510,Canada,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005Hiuf,1006510,Canada,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005HiwE,1006510,Canada,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005HjsN,1006510,Canada,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005HklA,1006510,Canada,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005HkoM,1006510,Canada,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005Hlam,1004547,United States,Lack of Budget,,Not a Member
006Q8000005IcqM,1000956,Asia Pacific,,,Not a Member
006Q8000005KXWR,1004764,United States,,,Active
006Q8000005KXg7,1005298,United States,,,Active
006Q8000005KZGW,1005588,United States,,,Active
006Q8000005KaZ8,1005588,United States,,,Active
006Q8000005Kc9V,1004773,United States,,,Not a Member
006Q8000005Kf0w,1007055,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000005KnPu,1004309,Canada,Competition,,Active
006Q8000005L0TZ,1004787,United States,,,Active
006Q8000005LKTu,1005449,United States,,,Active
006Q8000005LKww,1005598,United States,,,Active
006Q8000005LLOR,1006587,United States,,,Active
006Q8000005LMcH,1003879,Canada,Competition,,Active
006Q8000005LOME,1005293,United States,Unresponsive Contacts,,Active
006Q8000005LPlJ,1005873,United States,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000005NHoV,1005795,EMEA,Competition,,Active
006Q8000005Odbg,1005920,Canada,,,Not a Member
006Q8000005OfOx,1003980,Canada,,,Not a Member
006Q8000005P6qa,1005546,United States,,,Active
006Q8000005PItK,1007061,Canada,,,Not a Member
006Q8000005ULH4,1006080,Asia Pacific,Competition,,Not a Member
006Q8000005UPir,1006080,Asia Pacific,,,Not a Member
006Q8000005UYxR,1006080,Asia Pacific,Competition,,Not a Member
006Q8000005UZbl,1006080,Asia Pacific,Competition,,Not a Member
006Q8000005WDda,1004524,United States,,,Active
006Q8000005WGjX,,New Zealand,Unresponsive Contacts,,Not a Member
006Q8000005WUGE,1004788,United States,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005WVSR,1004323,Canada,,,Active
006Q8000005WZNx,1005367,United States,,,Not a Member
006Q8000005WZPZ,,New Zealand,Unresponsive Contacts,,Not a Member
006Q8000005Wrxc,1003948,Canada,,,Not a Member
006Q8000005WsK9,1006091,Canada,No Decision,,Active
006Q8000005Wt8B,1004323,Canada,Competition,,Active
006Q8000005WtoA,1005546,United States,Competition,,Active
006Q8000005Wtxo,1004323,Canada,Competition,,Active
006Q8000005WzlS,1005112,United States,,,Not a Member
006Q8000005X2Px,1003948,Canada,,,Not a Member
006Q8000005X6DX,1000845,New Zealand,,,Active
006Q8000005XBcv,1000968,New Zealand,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005XCM5,1000968,New Zealand,Unresponsive Contacts,,Not a Member
006Q8000005Xewf,1006932,Australia,Pricing,,Not a Member
006Q8000005XfW9,1000636,New Zealand,,,Active
006Q8000005Xob3,1002280,New Zealand,Unresponsive Contacts,,Not a Member
006Q8000005ZpUc,1004533,United States,,,Pending
006Q8000005ZvVF,1003369,EMEA,Competition,,Active
006Q8000005Zx7B,1003369,EMEA,Competition,Inner Range - we lost by price and features,Active
006Q8000005ZyeM,1006587,United States,,,Active
006Q8000005ZyuU,1006091,Canada,No Decision,,Active
006Q8000005Zz4B,1005257,United States,,,Active
006Q8000005a3ED,1005795,EMEA,,,Active
006Q8000005a5cc,1003952,Canada,Competition,,Active
006Q8000005a5hU,1004039,Canada,,,Active
006Q8000005a9GQ,1006271,United States,,,Active
006Q8000005aAys,1004700,United States,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005aBQM,1004039,Canada,,,Active
006Q8000005aBWk,1007254,United States,,,Not a Member
006Q8000005aJR5,1004039,Canada,,,Active
006Q8000005aXx4,1004039,Canada,,,Active
006Q8000005aXyf,1004039,Canada,,,Active
006Q8000005aYjR,1004039,Canada,,,Active
006Q8000005af6c,1004856,United States,,,Active
006Q8000005ahBd,1004856,United States,,,Active
006Q8000005b8DR,1007130,Australia,No Decision,,Not a Member
006Q8000005bh38,,Australia,,,Not a Member
006Q8000005dbHo,1002783,EMEA,Change of Circumstances,,Active
006Q8000005dlgv,1002783,EMEA,Change of Circumstances,,Active
006Q8000005dmcz,1002783,EMEA,Change of Circumstances,,Active
006Q8000005dnfW,1003890,Canada,,,Active
006Q8000005doYP,1003428,EMEA,,,Active
006Q8000005drG6,1003428,EMEA,Competition,,Active
006Q8000005dsVV,1007004,Canada,,,Not a Member
006Q8000005dvWd,,United States,,,Pending
006Q8000005dveh,1004803,United States,,,Not a Member
006Q8000005dvy6,1000952,Canada,,,Active
006Q8000005dvzh,1004856,United States,,,Active
006Q8000005dw2r,1003428,EMEA,Pricing,,Active
006Q8000005dwm6,1006373,United States,,,Not a Member
006Q8000005dyCk,1003884,Canada,Unresponsive Contacts,,Active
006Q8000005dzqL,1003884,Canada,Unresponsive Contacts,,Active
006Q8000005e2Mp,1004968,United States,,,Active
006Q8000005e421,1004715,United States,,,Pending
006Q8000005e5ZD,1000580,New Zealand,Unresponsive Contacts,,Active
006Q8000005e7eE,1005298,United States,,,Active
006Q8000005e8NO,1004018,Canada,Unresponsive Contacts,,Not a Member
006Q8000005eRwH,,United States,,,Not a Member
006Q8000005eSfR,1005680,United States,,,Pending
006Q8000005eV5S,1005289,United States,,,Not a Member
006Q8000005eYXy,1003965,Canada,Unresponsive Contacts,,Active
006Q8000005eZoz,1005067,United States,,,Active
006Q8000005ea3V,1007013,Canada,,,Not a Member
006Q8000005ebfV,,United States,,,Not a Member
006Q8000005fZII,1005451,United States,,,Not a Member
006Q8000005gbDC,1002978,EMEA,Competition,,Not a Member
006Q8000005hajh,1004323,Canada,Unresponsive Contacts,,Active
006Q8000005hbvu,1004533,United States,,,Pending
006Q8000005heCF,1002783,EMEA,No Decision,,Active
006Q8000005hkzB,1005112,United States,,,Not a Member
006Q8000005hmD1,1005268,United States,,,Active
006Q8000005hnFY,1005120,United States,,,Not a Member
006Q8000005hoBb,1006271,United States,,,Active
006Q8000005hoEp,1006301,United States,Unresponsive Contacts,,Not a Member
006Q8000005hpkL,1005293,United States,,,Active
006Q8000005hr2z,1003570,EMEA,,,Active
006Q8000005hr32,1003209,EMEA,No Decision,,Active
006Q8000005hrJ9,1004691,United States,,,Pending
006Q8000005huIb,1005273,United States,Lack of Budget,,Active
006Q8000005i6Rs,1006246,Canada,,,Active
006Q8000005iHIP,1004533,United States,,,Pending
006Q8000005iHby,1004856,United States,Competition,,Active
006Q8000005iK8F,1004768,United States,,,Active
006Q8000005iMWf,,Australia,Lack of Budget,,Pending
006Q8000005iQVN,1006587,United States,,,Active
006Q8000005iWUL,1001027,New Zealand,Lack of Budget,,Active
006Q8000005iZMC,,Australia,Unresponsive Contacts,,Not a Member
006Q8000005j6jL,1001919,Asia Pacific,,,Active
006Q8000005jKhG,1000646,Asia Pacific,,,Pending
006Q8000005kV17,1006805,EMEA,,,Active
006Q8000005kdrY,1003428,EMEA,Competition,,Active
006Q8000005kt6i,1003428,EMEA,Competition,,Active
006Q8000005kuU9,1003428,EMEA,Competition,,Active
006Q8000005kvgL,1003428,EMEA,Competition,,Active
006Q8000005kxgY,1003428,EMEA,Competition,,Active
006Q8000005lQAh,1004520,United States,,,Active
006Q8000005lUpO,1004539,United States,,,Not a Member
006Q8000005lWMZ,1007004,Canada,Change of Circumstances,,Not a Member
006Q8000005lYD5,,United States,,,Pending
006Q8000005lbPR,1004714,United States,,,Not a Member
006Q8000005liKT,1006246,Canada,Other (Add detail to Other Closed Lost Reason),,Active
006Q8000005m3Gr,1007004,Canada,Change of Circumstances,,Not a Member
006Q8000005sQp4,,Australia,,,Pending
006Q8000005sUz8,1002854,Australia,Other (Add detail to Other Closed Lost Reason),,Not a Member
006Q8000005sXP7,1002812,Australia,,,Active
006Q8000005skHX,1000552,Asia Pacific,,,Not a Member
006Q8000005spQs,1007098,Asia Pacific,,,Not a Member
006Q8000005spc9,1006932,Australia,Lack of Budget,,Not a Member
006Q8000005uTR4,1004697,United States,,,Active
006Q8000005uTqs,,United States,Lack of Budget,Funding was shifted to fire system,Not a Member
006Q8000005uW0j,1004938,United States,Lack of Budget,,Not a Member
006Q8000005uXrI,1004968,United States,,,Active
006Q8000005uY7O,,United States,,,Not a Member
006Q8000005uZHz,1006770,United States,,,Active
006Q8000005ukJp,1003884,Canada,Unresponsive Contacts,,Active
006Q8000005ukzm,1004039,Canada,,,Active
006Q8000005uoIb,,United States,,,Not a Member
006Q8000005uprN,1000559,New Zealand,Unresponsive Contacts,,Active
006Q8000005v7Uv,1004967,United States,,,Not a Member
006Q8000005v8E5,1003965,Canada,Unresponsive Contacts,,Active
006Q8000005v8UE,1003209,EMEA,,,Active
006Q8000005v9AA,1005051,United States,,,Active
